00_BucksBall,001_BucksBall_AUD_F_v02.mov,110,1,1,AUD_F
,004_BucksBall_RIB_F_v02.mov,110,4,10,RIB_F
,008_BucksBall_SCB_v01.mov,110,8,17,SCB
01_Noise,011_Noise_AUD_F_v01.mov,110,11,1,AUD_F
,014_Noise_RIB_F_v02.mov,110,14,10,RIB_F
,018_Noise_SCB_v01.mov,110,18,17,SCB
02_Defense1,021_Defense1_AUD_F_v01.mov,110,21,1,AUD_F
,024_Defense1_RIB_F_v02.mov,110,24,10,RIB_F
,028_Defense1_SCB_v01.mov,110,28,17,SCB
03_Defense2,031_Defense2_AUD_F_v01.mov,110,31,1,AUD_F
,034_Defense2_RIB_F_v02.mov,110,34,10,RIB_F
,038_Defense2_SCB_v01.mov,110,38,17,SCB
04_DEFENSE3,,110,,,
05_GetLoud,051_GetLoud_AUD_F_v01.mov,110,51,1,AUD_F
,054_GetLoud_RIB_F_v02.mov,110,54,10,RIB_F
,058_GetLoud_SCB_v01.mov,110,58,17,SCB
06_Milwaukee,,110,,,
07_GoBucksGo,,,,,
08_3_Pointer,081_3_Pointer_AUD_F_v01.mov,110,81,1,AUD_F
,084_3_Pointer_RIB_F_v02.mov,110,84,10,RIB_F
,088_3_Pointer_SCB_v01.mov,110,88,17,SCB
09_BucksWin,,110,,,
10_GreekFreak,101_GreekFreak_AUD_F_v01.mov,110,101,1,AUD_F
,104_GreekFreak_RIB_F_v01.mov,110,104,10,RIB_F
,108_GreekFreak_SCB_v01.mov,110,108,17,SCB
11_Bledshow,,110,,,
12_WarmItUpKhris,121_WarmItUpKhris_AUD_F_v01.mov,110,121,1,AUD_F
,124_WarmItUpKhris_RIB_F_v01.mov,110,124,10,RIB_F
,128_WarmItUpKhris_SCB_v01.mov,110,128,17,SCB
13_MoneyMiddleton,,110,,,
14_SplashMountain,,110,,,
15_BigRagu,,110,,,
16_PlanetPat,,110,,,
17_IronMan,,110,,,
18_Rolo,,110,,,
19_RobinLopez3Party,,110,,,
20_TurkishThunder,,110,,,
21_LetsGoBucks,211_LetsGoBucks_AUD_F_v01.mov,110,211,1,AUD_F
,214_LetsGoBucks_RIB_F_v01.mov,110,214,10,RIB_F
,218_LetsGoBucks_SCB_v01.mov,110,218,17,SCB
22_LetsGoBucks_Static,221_LetsGoBucks_Static_AUD_F_v01.mov,110,221,1,AUD_F
,224_LetsGoBucks_Static_RIB_F_v01.mov,110,224,10,RIB_F
,228_LetsGoBucks_Static_SCB_v01.mov,110,228,17,SCB
00_ANTHEM_ShonnHinton,000_Anthem_ShonnHinton_AUDIO_v01.mov,111,0,24,AUDIO
,008_Anthem_ShonnHinton_SCB_v01.mov,111,8,17,SCB
01_ANTHEM_BenTajnai,010_Anthem_BenTajnai_AUDIO_v01.mov,111,10,24,AUDIO
,018_Anthem_BenTajnai_SCB_v01.mov,111,18,17,SCB
02_ANTHEM_JennyThiel1,020_Anthem_JennyThiel1_AUDIO_v01.mov,111,20,24,AUDIO
,028_Anthem_JennyThiel1_SCB_v01.mov,111,28,17,SCB
03_ANTHEM_JennyThiel2,030_Anthem_JennyThiel2_AUDIO_v01.mov,111,30,24,AUDIO
,038_Anthem_JennyThiel2_SCB_v01.mov,111,38,17,SCB
04_ANTHEM_JennyThielCanada,040_Anthem_JennyThielCanada_AUDIO_v01.mov,111,40,24,AUDIO
,048_Anthem_JennyThielCanada_SCB_v01.mov,111,48,17,SCB
05_ANTHEM_LiamaniSegura1,050_Anthem_LiamaniSegura1_AUDIO_v01.mov,111,50,24,AUDIO
,058_Anthem_LiamaniSegura1_SCB_v01.mov,111,58,17,SCB
06_ANTHEM_LiamaniSegura2,060_Anthem_LiamaniSegura2_AUDIO_v01.mov,111,60,24,AUDIO
,068_Anthem_LiamaniSegura2_SCB_v01.mov,111,68,17,SCB
07_ANTHEM_JoshQuinn1,,111,,,
08_ANTHEM_JoshQuinn2,,111,,,
09_ANTHEM_JoshQuinn3,,111,,,
10_ANTHEM_AntoineReynolds,100_AntoineReynoldsAnthem_AUDIO_v01.mov,111,100,24,AUDIO
11_ANTHEM_BlackNativity,110_Anthem_BlackNativity_AUDIO_v01.mov,111,110,24,AUDIO
,118_Anthem_BlackNativity_SCB_v01.mov,111,118,17,SCB
12_ANTHEM_ErnestBell,120_Anthem_ErnestBell_AUDIO_v01.mov,111,120,24,AUDIO
,128_Anthem_ErnestBell_SCB_v01.mov,111,128,17,SCB
13_ANTHEM_FrankiMascato,130_Anthem_FrankiMascato_AUDIO_v01.mov,111,130,24,AUDIO
,138_Anthem_FrankiMascato_SCB_v01.mov,111,138,17,SCB
14_REACTION_SmallGridFTD,141_SMALLGRID_AUD_F_v02.mov,111,141,1,AUD_F
,144_SMALLGRID_RIB_F_v02.mov,111,144,10,RIB_F
,148_SMALLGRID_SCB_v01.mov,111,148,17,SCB
15_REACTION_LargeGridFTD,151_LARGEGRIDFTD_AUD_F_v01.mov,111,151,1,AUD_F
,154_LARGEGRIDFTD_RIB_F_v01.mov,111,154,10,RIB_F
,158_LARGEGRIDFTD_SCB_v01.mov,111,158,17,SCB
16_REACTION_ComboAFTD,161_COMBOAFTD_AUD_F_v01.mov,111,161,1,AUD_F
,164_COMBOAFTD_RIB_F_v01.mov,111,164,10,RIB_F
,168_COMBOAFTD_SCB_v01.mov,111,168,17,SCB
17_REACTION_ComboBFTD,171_COMBOBFTD_AUD_F_v01.mov,111,171,1,AUD_F
,174_COMBOBFTD_RIB_F_v01.mov,111,174,10,RIB_F
,178_COMBOBFTD_SCB_v01.mov,111,178,17,SCB
18_REACTION_ComboCFTD,181_COMBOCFTD_AUD_F_v01.mov,111,181,1,AUD_F
,184_COMBOCFTD_RIB_F_v01.mov,111,184,10,RIB_F
,188_COMBOCFTD_SCB_v01.mov,111,188,17,SCB
19_REACTION_ComboALGB,191_COMBOALGB_AUD_F_v01.mov,111,191,1,AUD_F
,194_COMBOALGB_RIB_F_v01.mov,111,194,10,RIB_F
,198_COMBOALGB_SCB_v01.mov,111,198,17,SCB
00_MILvBOS,001_MILvBOS_AUD_F_v00.mov,112,1,1,AUD_F
,004_MILvBOS_RIB_F_v00.mov,112,4,10,RIB_F
,008_MILvBOS_SCB_v00.mov,112,8,17,SCB
01_MILvBOS_Static,011_MILvBOS_Static_AUD_F_v00.mov,112,11,1,AUD_F
,014_MILvBOS_Static_RIB_F_v00.mov,112,14,10,RIB_F
,018_MILvBOS_Static_SCB_v00.mov,112,18,17,SCB
02_MILvBKN,,112,,,
03_MILvBKN_Static,,112,,,
04_MILvMIA,,112,,,
05_MILvMIA_Static,,112,,,
06_MILvTOR,,112,,,
07_MILvTOR_Static,,112,,,
08_Playoffs,081_PLAYOFFS_AUD_F_v01.mov,112,81,1,AUD_F
,084_PLAYOFFS_RIB_F_v02.mov,112,84,10,RIB_F
,088_PLAYOFFS_SCB_v02.mov,112,88,17,SCB
09_Playoffs_Static,091_PLAYOFFS_STATIC_AUD_F_v01.mov,112,91,1,AUD_F
,094_PLAYOFFS_STATIC_RIB_F_v02.mov,112,94,10,RIB_F
,098_PLAYOFFS_STATIC_SCB_v02.mov,112,98,17,SCB
10_BucksGeneric,101_BucksGeneric_AUD_F_v01.mov,112,101,1,AUD_F
,104_BucksGeneric_RIB_F_v01.mov,112,104,10,RIB_F
,108_BucksGeneric_SCB_v01.mov,112,108,17,SCB
11_BucksGeneric_Static,111_BucksGeneric_Static_AUD_F_v01.mov,112,111,1,AUD_F
,114_BucksGeneric_Static_RIB_F_v01.mov,112,114,10,RIB_F
,118_BucksGeneric_Static_SCB_v01.mov,112,118,17,SCB
12_FEARTHEDEER,121_FEARTHEDEER_AUD_F_v01.mov,112,121,1,AUD_F
,124_FEARTHEDEER_RIB_F_v01.mov,112,124,10,RIB_F
,128_FEARTHEDEER_SCB_v01.mov,112,128,17,SCB
13_FEARTHEDEER_Static,131_FEARTHEDEER_STATIC_AUD_F_v01.mov,112,131,1,AUD_F
,134_FEARTHEDEER_STATIC_RIB_F_v01.mov,112,134,10,RIB_F
,138_FEARTHEDEER_STATIC_SCB_v01.mov,112,138,17,SCB
14_MILvSAS,141_MILvSAS_AUD_F_v01.mov,112,141,1,AUD_F
,144_MILvSAS_RIB_F_v01.mov,112,144,10,RIB_F
,148_MILvSAS_SCB_v01.mov,112,148,17,SCB
15_MILvSAS_Static,151_MILvSAS_Static_AUD_F_v01.mov,112,151,1,AUD_F
,154_MILvSAS_Static_RIB_F_v01.mov,112,154,10,RIB_F
,158_MILvSAS_Static_SCB_v01.mov,112,158,17,SCB
16_MILvNOP,,112,,,
17_MILvNOP_Static,,112,,,
00_MILvRD1,,113,,,
01_MILvRD1_Static,,113,,,
02_MILvRD2,,113,,,
03_MILvRD2_Static,,113,,,
04_MILvRD3,,113,,,
05_MILvRD3_Static,,113,,,
06_MILvRD4,,113,,,
07_MILvRD4_Static,,113,,,
00_IntroVideo_WhiteJersey,000_WhiteJerseyIntro_AUDIO_v01.mov,116,0,24,AUDIO
,001_WhiteJerseyIntro_AUD_F_v01.mov,116,1,1,AUD_F
,004_WhiteJerseyIntro_RIB_F_V03.mov,116,4,10,RIB_F
,008_WhiteJerseyIntro_SCB_v02.mov,116,8,17,SCB
01_GiannisHeadshot_WhiteJersey,011_GiannisHeadShot_whitejersey_AUD_F_v01.mov,116,11,1,AUD_F
,014_GiannisHeadShot_whitejersey_RIB_F_V02.mov,116,14,10,RIB_F
,018_GiannisHeadShot_whitejersey_SCB_v01.mov,116,18,17,SCB
02_MatthewsHeadshot_WhiteJersey,021_MatthewsHeadshot_whitejersey_AUD_F_v01.mov,116,21,1,AUD_F
,024_MatthewsHeadshot_whitejersey_RIB_F_v01.mov,114,24,10,RIB_F
,028_MatthewsHeadshot_whitejersey_SCB_v01.mov,112,28,17,SCB
03_BLopezHeadshot_WhiteJersey,031_BLopezHeadshot_whitejersey_AUD_F_v01.mov,116,31,1,AUD_F
,034_BLopezHeadshot_whitejersey_RIB_F_v01.mov,116,34,10,RIB_F
,038_BLopezHeadshot_whitejersey_SCB_v01.mov,116,38,17,SCB
04_RLopezHeadshot_WhiteJersey,,116,,,
05_ConnaughtonHeadshot_WhiteJersey,,116,,,
06_DiVincenzoHeadshot_WhiteJersey,,116,,,
07_BledsoeHeadshot_WhiteJersey,,116,,,
08_IlyasovaHeadshot_WhiteJersey,,116,,,
09_MiddletonHeadshot_WhiteJersey,091_MiddletonHeadshot_whitejersey_AUD_F_v01.mov,116,91,1,AUD_F
