00_3_Pointer,001_3PTClean_AUD_F_v01.mov,130,1,1,AUD_F
,004_3PTClean_RIB_F_v01.mov,130,4,10,RIB_F
,008_3PTClean_SCB_v01.mov,130,8,17,SCB
01_3PT_Glitchy,011_3PTGlitchy_AUD_F_v01.mov,130,11,1,AUD_F
,014_3PTGlitchy_RIB_F_v01.mov,130,14,10,RIB_F
,018_3PTGlitchy_SCB_v01.mov,130,18,17,SCB
02_GreatPlay_Clean,021_GreatPlayClean_AUD_F_v01.mov,130,21,1,AUD_F
,024_GreatPlayClean_RIB_F_v01.mov,130,24,10,RIB_F
,028_GreatPlayClean_SCB_v01.mov,130,28,17,SCB
03_GreatPlay_Glitchy,031_GreatPlayGlitchy_AUD_F_v01.mov,130,31,1,AUD_F
,034_GreatPlayGlitchy_RIB_F_v01.mov,130,34,10,RIB_F
,038_GreatPlayGlitchy_SCB_v01.mov,130,38,17,SCB
04_ItsGood_Clean,041_ItsGoodClean_AUD_F_v01.mov,130,41,1,AUD_F
,044_ItsGoodClean_RIB_F_v01.mov,130,44,10,RIB_F
,048_ItsGoodClean_SCB_v01.mov,130,48,17,SCB
05_ItsGood_Glitchy,051_ItsGoodGlitchy_AUD_F_v01.mov,130,51,1,AUD_F
,054_ItsGoodGlitchy_RIB_F_v01.mov,130,54,10,RIB_F
,058_ItsGoodGlitchy_SCB_v01.mov,130,58,17,SCB
06_JumpBall_Clean,061_JumpBallClean_AUD_F_v01.mov,130,61,1,AUD_F
,064_JumpBallClean_RIB_F_v01.mov,130,64,10,RIB_F
,068_JumpBallClean_SCB_v01.mov,130,68,17,SCB
07_JumpBall_Glitchy,071_JumpBallGlitchy_AUD_F_v01.mov,130,71,1,AUD_F
,074_JumpBallGlitchy_RIB_F_v01.mov,130,74,10,RIB_F
,078_JumpBallGlitchy_SCB_v01.mov,130,78,17,SCB
08_MoneyBall_Clean,081_MoneyBallClean_AUD_F_v01.mov,130,81,1,AUD_F
,084_MoneyBallClean_RIB_F_v01.mov,130,84,10,RIB_F
,088_MoneyBallClean_SCB_v01.mov,130,88,17,SCB
09_MoneyBall_Glitchy,091_MoneyBallGlitchy_AUD_F_v01.mov,130,91,1,AUD_F
